County Reporting,Date of Interview,Name of Employer,# employees at work place,Size Category          Small(0-50)           Large (50+),# of tobacco users at work place,Does employer hire tobacco users?             --yes or no,"Does employer provide health insurance?  yes or no?  If no, proceed to column Y.",Please select type of insurance coverage:  self-insured or fully-insured,Insurance Carrier,"Please select one employer sector: government, healthcare, or business (including private or non-profit)",Any tobacco cessation coverage?,Patch NRT OTC Covered?                     -- Yes or No,Gum NRT OTC Covered?                      -- Yes or No,Lozenge NRT OTC Covered?                    -- yes or no,Covered OTC only?,Inhaler NRT RX Covered?                    -- yes or no,Nose Spray RX Covered?                    -- yes or no,Bupropion RX  Covered?                   -- yes or no,Varenicline RX Covered?                    -- yes or no,Covered RX only?,Covered both OTC and RX?,Individual Counseling Covered?                   -- yes or no,Phone Counseling Covered?                    -- yes or no,Group Counseling Covered?                      -- yes or no,Web Based Counseling Covered?    -- yes or no,Covered some types of counseling?,Covered all types of counseling?,Covers at least 2 Quit Attempts provided per year                  -- yes or no,Are a combination of both cessation medication and counseling covered?,"Any barriers to coverage, such as counseling before medications or    co-pays?             --yes or no","Extent of TFG Policy Coverage -- 100% SFG, 100% TFG, SFIW, or SFIWO     ",E-cigs included in policy as restricted yes or no,Silver FTCA Medication Criteria Met,Gold FTCA Medication Criteria Met,Baseline SOC      BENEFIT,Baseline SOC           TFG Policy,Baseline SOC            Promote Encourage Provide,BaselineWas a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-1        FY(13-14) SOC      BENEFIT,Q-1        FY(13-14) SOC      TFG Policy,Q-1        FY(13-14) SOC         Promote Encourage Provide,Q-1        Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-2        FY(13-14) SOC      BENEFIT,Q-2        FY(13-14) SOC      TFG Policy,Q-2        FY(13-14) SOC         Promote Encourage Provide,Q-2      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-3        FY(13-14) SOC      BENEFIT,Q-3        FY(13-14) SOC      TFG Policy,Q-3        FY(13-14) SOC         Promote Encourage Provide,Q-3      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-4        FY(13-14) SOC      BENEFIT,Q-4        FY(13-14) SOC      TFG Policy,Q-4        FY(13-14) SOC         Promote Encourage Provide,Q-4      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,"Briefly describe any progress made with this employer from baseline interview.                  (For example, has an employer strengthened a campus policy, instituted a no-hire policy,   increased benefit coverage, or made a decision to do so?  Have you sent this employer emails or information newsletters to maintain regular communication?  Have you spoken by phone or face-fo-face?)","Briefly describe any plans, opportunities or potential strategies to engage this employer in the coming quarter to move them from one stage of change to another."
Polk,6/12/2013,Keiser University Lakeland ,130,2,30,99,1,99,2,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,4,99,77,77,1,2,2,N,1,2,2,N,1,2,2,N,1,2,2,n,1,2,2,n,Director of Student Services is currently working to build upon its wellness programming for staff.  The PCHD CHIP shared resources in the “3 Easy and Free Ways to Quit” campaign and has offered additio88l time to meet and discuss the potential policy change. Contacted business via email to encourage participation in the GASO.  ACS GASO toolkit included was included.,Send Director of Student Services updates on local cessation classes and encourage using Tobacco Observances as a way to encourage employees to use benefit and 3-ways to quit.   
Polk,7/12/2013,Center for Retina and Macular Disease,70,2,10,99,1,99,2,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,1,1,1,77,77,1,4,4,N,1,4,4,N,1,4,4,N,1,4,4,n,1,4,4,n,This business went smoke free in 2013.  A member of the partnership is working with this business to provide cessation classes to employees.  Contacted business via email to encourage participation in the GASO.  ACS GASO toolkit included was included.,Send HR updates on local cessation classes and encourage using Tobacco Observances as a way to encourage employees to use benefit and 3-ways to quit.   Send through partnership member
Polk,8/14/2013,All Children's Hospital (lakeland),25,1,77,1,1,99,9,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,3,99,77,77,1,1,2,N,1,1,2,N,1,1,2,N,1,1,2,n,1,1,2,n,"Met with on site HR resource.  They did not know what benefits were offered under Huma88, but agreed to promote the 3 ways to quit resources. Contacted business via email to encourage participation in the GASO.  ACS GASO toolkit included was included.","Follow up to ask if HR specialist has been able to identify benefits for smokers and if she can promote these to her staff.  Also, follow up to encourage using  Tobacco Observances as a way to encourage quit attempts."
Polk,8/14/2013,Colorado Box Beef,230,2,99,1,1,1,2,3,1,1,1,1,77,99,99,99,99,77,77,1,99,99,99,1,77,99,1,99,2,1,77,77,5,5,5,N,5,5,5,N,5,5,5,N,5,5,5,n,5,5,5,n,Met with HR director and insurance broker.  Company offers free NRT and coaching for tobacco users and is a tobacco free workplace. Contacted business via email to encourage participation in the GASO.  ACS GASO toolkit included was included.,Follow up to encourage using Tobacco Observances as a way to encourage quit attempts.
Polk,8/27/2013,Furr & Wegman,8,1,77,1,1,99,99,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,4,99,77,77,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,n,1,1,1,n,The President is a very health conscience individual and wants to support healthy lifestyles in employees.  He was not interested in tobacco cessation materials because he did not believe his staff were smokers.  The ‘3 Free and Easy Ways to Quit” were mentioned briefly due to this focus.  Contacted business via email to encourage participation in the GASO.  ACS GASO toolkit included was included.,Opportunity to follow up and encourage president to  promote cessation resources to staff in case they or a family member needs assistance quitting.   
Polk,10/23/2013,Legoland,1400,2,99,1,1,99,6,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,3,99,77,77,1,2,3,Yes,88,88,88,88,1,2,4,Yes,1,2,4,y,1,2,4,y,Met with Payroll and Benefits Supervisor to discuss the ‘3 free and easy ways to quit’ program and additio88l opportunities to support employee quit attempts.  Connected the Payroll and Benefits Supervisor with the Area Health Education Center (AHEC) and recommended the company host AHEC cessation program ‘Tools To Quit’ and/or ‘Quit Smoking Now’ onsite for their employees.  They agreed to participate in the Great American Smokeout 88tio88l Tobacco Observance in November by promoting ‘3 free and easy ways to quit’ to employees.,Follow up to see if employer has utilized AHEC and brought a TTQ class onsite.
Polk,10/16/2013,Polk Works,500,2,99,1,1,99,6,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,4,2,77,77,1,3,2,yes,88,88,88,88,1,3,2,Yes,1,3,2,y,1,3,2,y,"Met with the HR Director and staff to review the draft policy and advise on changes and additions for the draft.  The grantee also shared the ‘3 free and easy ways to quit’ program with the HR Director as a program she could promote to encourage quit attempts in employees.  Connected the HR Director with the Area Health Education Center (AHEC) and recommended Polk Works host their cessation program ‘Tools To Quit’ and/or ‘Quit Smoking Now’ onsite for their employees, clients and visitors. Polk Works also agreed to participate in the Great American Smokeout 88tio88l Tobacco Observance in November by promoting ‘3 free and easy ways to quit’ to employees and visitors",Follow up to obtain policy and aid with implementation.
Polk,1/13/2014,Arrmaz,120,2,35,1,1,2,7,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,99,2,77,77,3,1,3,N,99,99,99,99,99,99,99,99,3,1,3,n,3,1,2,n,Employer was sent an email correspondence for Tobacco Free Florida Week which included the 3 Free and Easy Ways to Quit.,ArrMaz has the opportunity support their insurance plan change by referring staff to the ‘3 free and easy ways to quit’ program and by hosting AHEC cessation classes onsite.
Polk,3/24/2014,PACE,11,1,1,1,1,2,1,3,77,2,2,2,2,2,2,2,2,2,2,2,2,99,2,77,2,2,2,99,3,2,2,2,2,1,2,y,99,99,99,99,99,99,99,99,2,1,2,y,2,1,2,y,Employer was sent an email correspondence for Tobacco Free Florida Week which included the 3 Free and Easy Ways to Quit.,Welldyne has the opportunity to add ‘3 Free and Easy ways to quit’ as a resource for their employees and their dependents.
Polk,3/31/2014,WellDyne,268,2,40,1,1,2,7,2,1,1,1,99,77,99,99,99,99,77,77,1,1,99,99,1,77,99,1,99,3,2,77,77,1,2,2,N,99,99,99,99,99,99,99,99,1,2,2,n,1,2,2,n,"Met with HR Director to discuss pros and cons of policy and opportunities to promote Tobacco Free Florida 3' Free and Easy Ways to Quit'. Pace participated in Tobacco Free Florida Week, promoting '3 Free and Easy Ways to Quit' on site.",PACE has the opportunity to utilize Tobacco Free Florida ‘3 Free and Easy Ways to Quit’ to promote cessation services
Polk,4/14/2014,Pengeo Inc.,20,1,8,1,1,2,1,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,4,2,77,77,1,2,2,y,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,Y,99,"Pengeo Inc. Identified tobacco users and reviewed their existing insurance policy to indentify available services and realized their policy does not include cessation services. PengeoInc., has th eopportunity to promote the'3 Free and Easy Ways to Quit' as a resource for their employees."
Polk,14-Apr-14,Harvest Assembly,18,1,0,2,2,99,99,3,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,2,1,77,77,1,5,5,N,99,99,99,99,99,99,99,99,99,99,99,99,1,5,5,N,99,Harvest Assembly has the opportunity to utilize Tobacco Free Florida '3 Free and Easy Ways to Qui' to promote cessation services
Polk,6/15/2014,Parkview Christian Center,7,1,2,2,2,99,99,3,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,1,2,77,77,2,2,2,N,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,N,99,Parview is considering the pros and cons of making changes to their existing policy and has the opportunity to utilize  Tobacco Free Florida '3 Free and Easy Ways to Quit' to promote cessation services. 
Putnam,6/18/2013,Alorica,130,2,77,1,1,99,12,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,3,2,77,77,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,No Change- no futher contact requested,Not interested
Putnam,9/21/2012,"Georgia- Pacific in Palatka, FL",1038,2,99,1,1,99,1,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,2,1,77,77,5,5,5,N,5,5,5,N,5,5,5,N,5,5,5,N,5,5,5,N,"Attended the health fair and spoke to the wellness coordi88tor. As of January 2014, non-smokers receive a discount on health insurance and must be tested regularly for nicotine.",Tobacco free policy was updated to include e-cigarette use on the campus.
Putnam,6/27/2012,Palatka Healthcare Center,99,99,99,1,99,99,99,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,3,2,77,77,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,No Change -no further contact requested,Not interested
Putnam,9/4/2012,Putnam Community Medical Center,540,2,77,1,1,99,12,2,1,1,1,1,2,1,1,1,1,2,1,99,99,99,99,77,77,2,77,77,2,1,1,1,5,5,5,N,5,5,5,Y,5,5,5,Y,5,5,5,Y,5,5,5,Y,No Change,This ageny currently has a comprhensive tobacco free policy in place and will evaluate it annually
Putnam,3/19/2012,Azalea Health,185,2,99,1,1,99,4,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,3,2,77,77,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,y,No Change - Have regular contact with staff through another board,No plans for this quarter other than contact through another board.
Putnam,12/13/2012,Lafarge Gypsum,93,2,77,1,1,99,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,2,2,N,2,2,2,N,2,2,2,N,2,2,2,N,2,2,2,N,Company Sold,New interview conducted 
Putnam,12/12/2012,Seminole Electric- Palakta,300,2,77,1,1,99,4,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,3,2,N,2,2,2,N,2,2,2,N,2,2,2,N,2,2,2,N,No Change - ,Will call to check on wellness committee progress
Putnam,4/8/1900,Putnam County,600,2,99,1,1,99,4,6,1,99,99,99,77,99,99,99,99,77,77,1,1,1,1,1,1,99,77,99,3,2,77,77,2,2,2,N,2,2,2,N,2,2,2,N,2,2,2,N,2,2,2,N,No Change - ,Follow up for tobacco free grounds for CHD
Putnam,4/8/1900,City of Palatka,132,2,99,1,1,99,4,5,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,3,2,77,77,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,1,1,1,N,No Change - ,No plans for this quarter
Putnam,4/8/1900,Putnam County School District,1465,2,99,1,1,99,4,4,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,2,1,77,77,5,5,5,N,5,5,5,N,5,5,5,N,5,5,5,N,5,5,5,N,SWAT Youth presented to School Board to adress short comings in Tobacco Free campuss policy,School Board has agreed to update policy to include missing components
Putnam,9/10/2013,St. Johns Ship Building,87,2,40,1,1,2,7,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,1,N,99,99,99,99,1,1,1,N,1,1,1,N,1,1,1,N,No change - ,"No interest at this time, 1 yr follow up"
Putnam,9/30/2013,St. Johns Water Management,591,2,99,1,1,2,4,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,N,99,99,99,99,2,5,4,N,2,5,4,N,2,5,4,N,No change - ,This ageny currently has a comprhensive tobacco free policy in place and will evaluate it annually
Putnam,11/25/2013,Beck Auto Group,206,2,77,1,1,2,4,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,99,2,2,2,3,3,3,Y,99,99,99,99,3,3,3,Y,3,3,3,Y,3,3,3,Y,No change,This organization has made the decision to move forward with a tobacco free grounds policy with a roll out planned. Will be working with them though out the year to help with the imlementation proccess.
Putnam,12/11/2013,Marble Today,35,1,77,1,2,99,99,99,77,99,99,99,77,99,99,99,99,77,2,99,99,99,99,77,77,99,77,99,3,2,77,77,1,1,1,N,99,99,99,99,1,1,1,N,1,1,1,N,1,1,1,N,No change,Not interested
Putnam,3/31/2014,St. Johns River State College,600,2,77,1,1,1,6,1,1,99,99,99,77,99,99,1,99,77,77,1,99,99,99,77,77,99,77,99,3,2,77,77,2,3,2,Y,99,99,99,99,99,99,99,99,99,99,99,99,2,3,2,Y,No change,Plans are still being made to roll out a tobacco free campus policy and a person has been identified to lead this initiative and is in contact with the program.
Putnam,3/31/2014,Stewart Marchman,40,1,77,1,1,2,6,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,Y,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,Y,No change,No update this quarter
Putnam,6/19/2014,Continental Building Products,77,2,77,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,3,2,1,1,1,2,2,N,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,New owners - Baseline Interveiw,This company was recently aquired by an new outfit and I wanted to get a new baseline based on the new ownership
Putnam,6/30/2014,Crestwood Nursing Center,97,2,77,1,1,2,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2, ,2,1,1,1,Y,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Baseline Interview,"Very few employees use the provided coverage. Most of the staff are covered under Medicare, private, or spouse coverage. "
Santa Rosa,9/28/2012,"WPR, Inc. ",22,1,8,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,88,2,2,2,2,1,1,1,Yes,1,1,1,Yes,1,1,1,Yes,1,1,1,yes,1,1,1,Yes,Local leader in construction industry;establisment of cessation benefit would set an example for other in the industry.  No progress at this time.,The owner of this company is a tobacco user and is resistant to implementing a policy at this time.
Santa Rosa,12/13/2012,Texas Roadhouse Restaurant ,45,1,18,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,Yes,1,1,1,Yes,1,1,1,Yes,1,1,1,yes,1,1,1,Yes,Ma88ger at this time is reluctant to implementing a smoke-free policy. ,TPC will continue to do follow up phone calls and check on status by the end of the year.
Santa Rosa,2/7/2013,AFC-Urgent Care,50,2,10,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,1,2,2,2,1,1,1,Yes,1,1,1,Yes,1,1,1,Yes,1,1,1,yes,1,1,1,Yes,TPS Dennis Bratten continues to follow up with owner to gauge readiness.  No return call at this time.,We will continue to approach this company to gauge their attitudes regarding cessation.  The HR Ma88ger was going to look in instituting a cessation policy.
Santa Rosa,1/23/2013,Halls Hardware,35,1,12,99,1,2,4,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,2,2,2,2,1,1,1,Yes,1,1,1,Yes,1,1,1,Yes,1,1,1,yes,1,1,1,Yes,,
Santa Rosa,3/14/2013,City of Milton,129,2,45,99,1,2,1,5,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,Yes,4,4,4,Yes,4,4,4,Yes,4,4,4,yes,4,4,4,Yes,"City of Milton had implemented a Tobacco-Free Workplace as of October 1, 2013 for all city employees.",TPC will continue to do follow up phone calls to city HR and check on implementation of its current Tobacco-Free Worplace by the of the year.
Santa Rosa,3/16/2012,Santa Rosa County,900,2,200,99,1,2,4,6,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,Yes,1,1,1,Yes,1,1,1,Yes,1,1,1,yes,1,1,1,Yes,Santa Rosa County is one of the largest employers in SRC;successful efforts to have cessation offered impacts a large segment of the workforce.  HR Director indicated little interest in tobacco prevention/control; estimated 22% workforce smoking rate.,TPC intend to contact HR Director in the coming year to see if they are receptive to a presentation or meeting on Tobacco issues.
Santa Rosa,2/14/2012,Santa Rosa County School Board,2567,2,77,1,1,2,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,Yes,1,1,1,Yes,1,1,1,Yes,1,1,1,yes,1,1,1,Yes,Santa Rosa County Board has the largest employers in SRC;successful efforts to have cessation offered impacts a large segment of the workforce. Over 300 employees of the workforce are smokers.,TPC will tries to set up appointment for future cessation classes and well as to provide TFF smoke-free pamphlets.  TPC will continues to update with phone calls and set meeting with SRCB members.
Santa Rosa,9/9/2013,Greer Food Tiger #5,13,1,2,1,1,2,4,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,Yes,1,2,2,Yes,1,2,2,Yes,1,2,2,yes,1,2,2,Yes,Tobacco Prevention Consultant had made follow up phone calls.  Store Ma88ger still waiting for Corporate Office to make decision on Smoke-Free Policy.,Tobacco Prevention Consultant will continue to do follow up phone calls in one month to check on Corporate Office status with Store Ma88ger.
Santa Rosa,9/24/2013,AppRiver LLC,185,2,20,1,1,2,4,3,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,3,2,2,2,1,2,2,Yes,1,2,2,Yes,1,2,2,Yes,1,2,2,yes,1,2,2,Yes,Tobacco Prevention Consultant had made follow up phone calls. HR Ma88ger was very passio88te on getting a smoke-free policy.  HR Ma88ger is still waiting for two owners to make decision on Smoke-Free Policy.,HR Ma88ger had a meeting with the two owners and shared with them about a smoke-free policy and E-Cigarettes in the work place.  The two owners shared their concerns that they might lose good employees if they start implement a smoke-free policy.  The positive outcome of the meeting is that the two owners did stated that they will think about the smoke-free policy over the holiday and get back with HR Ma88ger.  HR Ma88ger shared with TPC that this was the first time the two owners got together and talked about a smoke-free policy.
Santa Rosa,9/17/2013,Halls Hardware & Lumber,30,1,15,1,1,2,4,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,Yes,1,2,2,Yes,1,2,2,Yes,1,2,2,yes,1,2,2,Yes,Tobacco Prevention Consultant had made follow up phone calls.  Store Ma88ger still waiting for store owner to make decision on Smoke-Free Policy.  Store Ma88ger said that the owner is 50-50 on deciding whether he should have a Smoke-Free Policy or not.,Store Ma88ger is still waiting for the store owner to make a decision on adopting a smoke-free policy.  Store Ma88ger still positive that the store owner will adopt a smoke-free policy eventually.  Store owner shared his concerns that he might lose good employees if he implement a smoke-free policy.
Santa Rosa,10/23/2013,Family Dollar,5,1,2,1,1,2,4,3,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,3,2,2,2,1,2,2,Yes,88,88,88,88,1,2,2,Yes,1,2,2,yes,1,2,2,Yes,"Tobacco Prevention Consultant spoke to  Store Ma88ger about Smoke-Free Policy.  Currently, Family Dollar does not have a Smoke-Free Policy for its employees.  However, Store Ma88ger stated that Corporate Office will implement a Smoke-Free Policy for all Family Dollars' employees as of January 1, 2014.  All employees cannot smoke on property during working hours.  Also employees that do smoke, will have to pay an extra $77 on their insurance premium  ","Tobacco Prevention Consultant will continue to do follow up phone calls in one month.  Store Ma88ger will try to get a copy of the policy in January 1, 2014 and will keep Tobacco Prevention Consultant update."
Santa Rosa,11/7/2013,Fifth Avenue nail Salon,5,1,4,1,2,1,11,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,Yes,88,88,88,88,1,2,2,Yes,,,,,,,,,Tobacco Prevention Consultant met with store owner and discussed about a Smoke-Free Policy.  Owner was not aware of Cessation Class offer at the local health department.  Owner stated that his employees buy their own insurance.  Store owner stated that 4 out of 5 employees smoke but do so outside away from the door.  The owner said he was thinking about implement a Smoke-Free Policy for all his employees because he had complaints from customers saying that they can smell his employees' breathe from smoking.  Store owner said he let Tobacco Prevention Consultant know whether he will enforce a Smoke-Free Policy or not.,Tobacco Prevention Consultant will do follow phone calls in two months to see if store owner has made up  his mind about adopting a Smoke-Free Policy.
Santa Rosa,1/14/2014,Tom Thumb #26,16,1,12,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,Yes,88,88,88,88,88,88,88,88,1,2,2,yes,1,2,2,Yes,"Tobacco Prevention Consultant met with store ma88ger to see if Tom Thumb store have a smoke-free policy and if not, would want one.  As right now, corporate office has not made a decision on smoke-free policy yet.  TPC will do follow up phone calls and visits within two months.",
Santa Rosa,1/15/2014,Lowe's,135,2,0,2,1,2,12,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,4,4,4,Yes,88,88,88,88,88,88,88,88,4,4,4,yes,4,4,4,Yes,"Tobacco Prevention Consultant met with store ma88ger to see if Lowe's store have a smoke-free policy and if not, would want one.  Lowe's does have a 77% TFG policy for all of their employees.  TPC will do follow up phone calls and visits within two months trying to get a copy of the smoke-free policy.","Tobacco Prevention Consultant continue to work with Store Ma88ger in trying to obtain  a copy of the Lowe's smoke-free policy from Corporate Office but with no success.  Also, TPC will continue to work with Store Ma88ger in offering tobacco cessation classes to Lowe's employees that are trying to quit smoking."
Santa Rosa,4/11/2014,Santa Rosa Health & Rehab.,120,2,21,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,Yes,88,88,88,88,88,88,88,88,88,88,88,no,1,1,1,Yes,"Tobacco Prevention Consultant met with SRHRC Administrator to see if SRHRC has a smoke-free policy and if not, would want one.  As right now, corporate office has not made a decision on smoke-free policy yet.  ","Tobacco Prevention Consultant has been meeting with SRHRC Administrator on a monthly base to try to work on a smoke-free policy for his employees. TPC and AHEC had provided two outreach at the SRHRC for their staff and provided 2 cessation classes so far.  TPC has made phone calls and do re-visits montly. As right now, there are 12 out of 24 employees who smoke had attended the smoking cessation classes provided by AHEC along with TPC.  There are 24 SRHRC businesses within the State of Florida.  TPC and SRHRC Administrator hope that by develope a smoke-free policy at his location, the other 23 locations will follow.  TPC will continue to work and re-visit SRHRC on a  montly base."
Santa Rosa,99,Center,99,99,99,99,99,99,99,99,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,99,99,77,77,99,99,99,,,,,,,,,,,,,,,,,,,
Santa Rosa,5/30/2014,Avalex,60,2,8,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,Yes,88,88,88,88,88,88,88,88,88,88,88,no,1,1,1,Yes,"Tobacco Prevention Consultant met with Avalex HR Ma88ger to see if Avalex has a smoke-free policy and if not, would want one.  As right now, Avalex has does not have smoke-free policy yet.  ","Tobacco Prevention Consultant had met with Avalex HR Ma88ger on a re-visited and see where she stands.  TPC had provided one outreach at the Avalex for their staff and waiting for a date to come back for tobacco cessation class.  TPC has been in contact with Avalex HR Ma88ger on a montly bases.  As of right now, Avalex's employees are in insurance registration period and that the HR Ma88ger had asked the TPC to come back in 2 months once the registration period is over.  So far, there only 6 Avalex's employees have registered to attend the cessation class.  TPC was hoping that there would be more sign up by the time insurance registration is over.  There are about 12 employees who smoke but did not sign up for the cessation class."
Sarasota,9/17/2012,Siesta Chamber of Commerce,2,1,99,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,4,2,88,88,88,1,1,99,88,1,1,No,88,1,1,No,88,1,1,No,88,1,1,No,No specific follow-up with this employer during Quarter 4,Increasing knowledge about the benefits of Employer Cessation Coverage remains a priority.
Sarasota,8/22/2012,Gulf Coast Latin Chamber of Commerce,2,1,99,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,4,2,88,88,88,2,1,99,88,2,1,No,88,2,1,No,88,2,1,No,88,2,1,No,No specific follow-up with this employer during Quarter 4,Increasing knowledge about the benefits of Employer Cessation Coverage remains a priority.
Sarasota,8/20/2012,Venice Area Chamber of Commerce,6,1,99,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,1,88,88,88,3,3,99,88,4,4,No,88,4,4,No,88,4,4,No,88,4,4,No,No specific follow-up with this employer during Quarter 4,Increasing knowledge about the benefits of Employer Cessation Coverage remains a priority.
Sarasota,12/11/2012,Sarasota County Schools,5450,2,1030,1,1,2,4,4,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,3,2,77,77,5,4,4,Yes,5,4,4,No,5,4,4,No,5,4,4,No,5,4,4,No,"Work was done in Quarter 4 regarding the K-12 policy at this employer. A paid advertisement was run in a local newspaper, encouraging community support for adopting a comprehensive tobacco policy, which would also benefit the ECC policy area. A School Board member was elected into the position of Chair of the Tobacco Free Partnership of Sarasota County in Quarter 3, which is encouraging for future progress in this policy area. Additio88lly, the Tobacco Free Partnership is making the K-12 policy area a priority, which should benefit the ECC policy area as well. ",We maintain a relationship with this employer through the ECC policy area and through our work with the K-12 Policy area. We will continue to offer support as needed and periodic follow-up. 
Sarasota,12/12/2012,Child Care- South Co. Y,43,1,3,1,1,2,6,3,1,99,1,99,77,99,99,99,99,77,77,1,1,99,99,1,77,2,1,77,2,77,77,77,5,5,5,99,5,5,5,No,5,5,5,No,5,5,5,No,5,5,5,No,No specific follow-up with this employer during Quarter 4,"This employer has an existing, comprehensive policy in place, it was not appropriate to reach out to this employer again specifically for the purposes of ECC policy change, however we do maintain a working relationship with this organization on many levels."
Sarasota,10/13/2012,Tidewell Hospice,99,2,99,99,1,1,6,2,1,1,1,1,2,1,1,1,1,2,1,1,1,99,1,1,77,2,1,77,2,77,1,1,5,5,5,99,5,5,5,No,5,5,5,No,5,5,5,No,5,5,5,No,"This employer is part of the Healthy Sarasota County Workplaces workgroup. Meetings for this workgroup were held in Quarter 4, e88bling interaction with this employer. Additio88lly, Tobacco Prevention Staff has been working with this employer on applying for the FTCA Recognition program","This employer has an existing, comprehensive policy in place, we do maintain a working relationship with this organization on many levels."
