"","mosquito","site1","site2","site3","site4","site5","site6","code","nTraps","date","site7","site8","site9","site10"
"3491","O. infirmatus",49,33,58,35,3,415,7,6,2008-09-09,NA,NA,NA,NA
"3492","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-09-09,NA,NA,NA,NA
"3493","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-09-09,NA,NA,NA,NA
"3494","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-09-09,NA,NA,NA,NA
"3495","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-09-09,NA,NA,NA,NA
"3496","Anopheles crucians",32,19,25,NA,NA,73,34,6,2008-09-09,NA,NA,NA,NA
"3497","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-09-09,NA,NA,NA,NA
"3498","Culex  erraticus",NA,NA,13,19,NA,59,25,6,2008-09-09,NA,NA,NA,NA
"3499","C. nigrapalpus",29,43,62,39,2,375,42,6,2008-09-09,NA,NA,NA,NA
"3500","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-09-09,NA,NA,NA,NA
"3501","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-09-09,NA,NA,NA,NA
"3502","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2008-09-09,NA,NA,NA,NA
"3503","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-09-09,NA,NA,NA,NA
"3504","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-09-09,NA,NA,NA,NA
"3505","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2008-09-09,NA,NA,NA,NA
"3506","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-09-09,NA,NA,NA,NA
"3507","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-09-09,NA,NA,NA,NA
"3508","Psorophora  ciliata",3,NA,NA,NA,NA,NA,51,6,2008-09-09,NA,NA,NA,NA
"3509","P. columbiae",NA,NA,NA,NA,1,NA,50,6,2008-09-09,NA,NA,NA,NA
"3510","P. ferox",8,NA,NA,3,NA,17,52,6,2008-09-09,NA,NA,NA,NA
"3511","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-09-09,NA,NA,NA,NA
"3512","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-09-09,NA,NA,NA,NA
"3513","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-09-09,NA,NA,NA,NA
"3514","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-09-09,NA,NA,NA,NA
"3515","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-09-09,NA,NA,NA,NA
"3516","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-09-09,NA,NA,NA,NA
"3517","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2009-09-09,NA,NA,NA,NA
"3518","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-09-09,NA,NA,NA,NA
"3519","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-09-09,NA,NA,NA,NA
"3520","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,6,2009-09-09,NA,NA,NA,NA
"3521","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-09-09,NA,NA,NA,NA
"3522","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-09-09,NA,NA,NA,NA
"3523","O. infirmatus",NA,NA,NA,NA,NA,9,7,6,2009-09-09,NA,NA,NA,NA
"3524","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-09-09,NA,NA,NA,NA
"3525","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-09-09,NA,NA,NA,NA
"3526","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-09-09,NA,NA,NA,NA
"3527","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-09-09,NA,NA,NA,NA
"3528","Anopheles crucians",NA,1,NA,NA,NA,7,34,6,2009-09-09,NA,NA,NA,NA
"3529","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-09-09,NA,NA,NA,NA
"3530","Culex  erraticus",12,12,NA,1,NA,11,25,6,2009-09-09,NA,NA,NA,NA
"3531","C. nigrapalpus",32,4,NA,2,NA,19,42,6,2009-09-09,NA,NA,NA,NA
"3532","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-09-09,NA,NA,NA,NA
"3533","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-09-09,NA,NA,NA,NA
"3534","C.  salinarius",9,NA,NA,NA,NA,NA,23,6,2009-09-09,NA,NA,NA,NA
"3535","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-09-09,NA,NA,NA,NA
"3536","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2009-09-09,NA,NA,NA,NA
"3537","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-09-09,NA,NA,NA,NA
"3538","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-09-09,NA,NA,NA,NA
"3539","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-09-09,NA,NA,NA,NA
"3540","Psorophora  ciliata",NA,3,NA,NA,NA,NA,51,6,2009-09-09,NA,NA,NA,NA
"3541","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2009-09-09,NA,NA,NA,NA
"3542","P. ferox",NA,NA,NA,2,NA,NA,52,6,2009-09-09,NA,NA,NA,NA
"3543","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-09-09,NA,NA,NA,NA
"3544","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-09-09,NA,NA,NA,NA
"3545","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-09-09,NA,NA,NA,NA
"3546","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-09-09,NA,NA,NA,NA
"3547","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-09-09,NA,NA,NA,NA
"3548","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-09-09,NA,NA,NA,NA
"3549","Aedes albopictus",NA,NA,NA,1,NA,NA,2,6,2010-09-09,NA,NA,NA,NA
"3550","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-09-09,NA,NA,NA,NA
"3551","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-09-09,NA,NA,NA,NA
"3552","Ochlerotatus atlanticus",4,8,NA,2,NA,20,9,6,2010-09-09,NA,NA,NA,NA
"3553","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-09-09,NA,NA,NA,NA
"3554","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2010-09-09,NA,NA,NA,NA
"3555","O. infirmatus",NA,NA,7,5,NA,19,7,6,2010-09-09,NA,NA,NA,NA
"3556","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-09-09,NA,NA,NA,NA
"3557","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-09-09,NA,NA,NA,NA
"3558","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-09-09,NA,NA,NA,NA
"3559","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-09-09,NA,NA,NA,NA
"3560","Anopheles crucians",13,NA,NA,NA,NA,13,34,6,2010-09-09,NA,NA,NA,NA
"3561","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2010-09-09,NA,NA,NA,NA
"3562","Culex  erraticus",84,39,26,42,64,113,25,6,2010-09-09,NA,NA,NA,NA
"3563","C. nigrapalpus",12,24,34,1,5,29,42,6,2010-09-09,NA,NA,NA,NA
"3564","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2010-09-09,NA,NA,NA,NA
"3565","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-09-09,NA,NA,NA,NA
"3566","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-09-09,NA,NA,NA,NA
"3567","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-09-09,NA,NA,NA,NA
"3568","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-09-09,NA,NA,NA,NA
"3569","Coquillettidia  perturbans",NA,NA,NA,NA,1,NA,60,6,2010-09-09,NA,NA,NA,NA
"3570","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-09-09,NA,NA,NA,NA
"3571","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-09-09,NA,NA,NA,NA
"3572","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2010-09-09,NA,NA,NA,NA
"3573","P. columbiae",NA,1,NA,1,NA,NA,50,6,2010-09-09,NA,NA,NA,NA
"3574","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2010-09-09,NA,NA,NA,NA
"3575","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-09-09,NA,NA,NA,NA
"3576","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-09-09,NA,NA,NA,NA
"3577","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-09-09,NA,NA,NA,NA
"3578","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-09-09,NA,NA,NA,NA
"3579","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-09-09,NA,NA,NA,NA
"3580","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-09-09,NA,NA,NA,NA
"3581","Aedes albopictus",NA,NA,4,NA,3,NA,2,10,2013-09-10,NA,NA,NA,NA
"3582","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2013-09-10,NA,NA,NA,NA
"3583","A. vexans",NA,NA,NA,NA,1,NA,1,10,2013-09-10,NA,NA,NA,NA
"3584","Ochlerotatus atlanticus",NA,NA,NA,1,NA,208,9,10,2013-09-10,NA,NA,8,48
"3585","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2013-09-10,NA,NA,NA,NA
"3586","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,10,2013-09-10,NA,NA,NA,NA
"3587","O. infirmatus",NA,NA,NA,NA,3,NA,7,10,2013-09-10,NA,NA,NA,NA
"3588","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2013-09-10,NA,NA,NA,NA
"3589","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2013-09-10,NA,NA,NA,NA
"3590","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2013-09-10,NA,NA,NA,NA
"3591","O.  triseriatus",NA,NA,NA,5,NA,NA,14,10,2013-09-10,NA,NA,NA,NA
"3592","Anopheles crucians",80,NA,NA,NA,NA,168,34,10,2013-09-10,NA,224,32,48
"3593","A. quadrimaculatus",NA,NA,4,NA,4,NA,31,10,2013-09-10,NA,64,NA,NA
"3594","Culex  erraticus",1008,240,128,NA,5,264,25,10,2013-09-10,144,224,520,248
"3595","C. nigripalpus",160,10,68,16,18,128,42,10,2013-09-10,704,352,72,8
"3596","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2013-09-10,NA,NA,NA,NA
"3597","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2013-09-10,NA,NA,NA,NA
"3598","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2013-09-10,NA,NA,NA,NA
"3599","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2013-09-10,NA,NA,NA,NA
"3600","Culiseta  melanura",NA,NA,NA,NA,NA,8,41,10,2013-09-10,NA,NA,NA,NA
"3601","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,10,2013-09-10,NA,192,136,32
"3602","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2013-09-10,NA,NA,NA,NA
"3603","M. dyari",NA,1,4,NA,1,32,48,10,2013-09-10,448,2048,320,88
"3604","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2013-09-10,NA,NA,NA,NA
"3605","P. columbiae",NA,NA,NA,NA,5,56,50,10,2013-09-10,NA,352,8,NA
"3606","P. ferox",NA,NA,NA,2,5,NA,52,10,2013-09-10,NA,NA,NA,NA
"3607","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2013-09-10,NA,32,NA,NA
"3608","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2013-09-10,NA,NA,NA,NA
"3609","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2013-09-10,NA,NA,NA,NA
"3610","U.  lowii",NA,NA,NA,NA,NA,NA,71,10,2013-09-10,NA,NA,NA,NA
"3611","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2013-09-10,NA,NA,NA,NA
"3612","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2013-09-10,NA,NA,NA,NA
"3613","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2013-09-10,NA,NA,NA,NA
"3614","Aedes albopictus",3,NA,NA,NA,NA,NA,2,9,2012-09-11,NA,NA,1,NA
"3615","A. aegypti",NA,NA,NA,NA,NA,NA,3,9,2012-09-11,NA,NA,NA,NA
"3616","A. vexans",NA,NA,NA,NA,NA,NA,1,9,2012-09-11,NA,NA,NA,NA
"3617","Ochlerotatus atlanticus",27,51,2,1,25,56,9,9,2012-09-11,1,41,14,NA
"3618","O. dupreei",NA,NA,NA,NA,NA,NA,18,9,2012-09-11,NA,NA,NA,NA
"3619","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,9,2012-09-11,NA,NA,NA,NA
"3620","O. infirmatus",15,2,NA,21,35,8,7,9,2012-09-11,15,11,NA,NA
"3621","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,9,2012-09-11,NA,NA,NA,NA
"3622","O. solicitans",NA,NA,NA,NA,NA,NA,15,9,2012-09-11,NA,NA,NA,NA
"3623","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,9,2012-09-11,NA,NA,NA,NA
"3624","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,9,2012-09-11,NA,NA,NA,NA
"3625","Anopheles crucians",19,NA,NA,NA,51,NA,34,9,2012-09-11,NA,NA,4,NA
"3626","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,9,2012-09-11,NA,NA,NA,NA
"3627","Culex  erraticus",23,12,6,NA,NA,61,25,9,2012-09-11,NA,31,NA,NA
"3628","C. nigrapalpus",315,212,127,219,165,591,42,9,2012-09-11,315,229,115,NA
"3629","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,9,2012-09-11,NA,NA,NA,NA
"3630","C. restuans",NA,NA,NA,NA,NA,NA,21,9,2012-09-11,NA,NA,NA,NA
"3631","C.  salinarius",NA,NA,NA,NA,NA,NA,23,9,2012-09-11,NA,NA,NA,NA
"3632","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,9,2012-09-11,NA,NA,NA,NA
"3633","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,9,2012-09-11,NA,NA,NA,NA
"3634","Coquillettidia  perturbans",2,NA,NA,1,2,NA,60,9,2012-09-11,3,NA,1,NA
"3635","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,9,2012-09-11,NA,NA,NA,NA
"3636","M. dyari",NA,NA,NA,NA,NA,NA,48,9,2012-09-11,NA,NA,NA,NA
"3637","Psorophora  ciliata",5,NA,NA,NA,NA,12,51,9,2012-09-11,NA,NA,15,NA
"3638","P. columbiae",NA,NA,NA,NA,NA,NA,50,9,2012-09-11,NA,NA,NA,NA
"3639","P. ferox",23,2,NA,NA,1,31,52,9,2012-09-11,NA,2,NA,NA
"3640","P. howardii",NA,NA,NA,NA,NA,NA,54,9,2012-09-11,NA,NA,NA,NA
"3641","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,9,2012-09-11,NA,NA,NA,NA
"3642","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,9,2012-09-11,NA,NA,NA,NA
"3643","U.  lowii",NA,NA,NA,NA,NA,NA,71,9,2012-09-11,NA,NA,NA,NA
"3644","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,9,2012-09-11,NA,NA,NA,NA
"3645","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,9,2012-09-11,NA,NA,NA,NA
"3646","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2010-09-14,NA,NA,NA,NA
"3647","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-09-14,NA,NA,NA,NA
"3648","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-09-14,NA,NA,NA,NA
"3649","Ochlerotatus atlanticus",4,NA,1,12,NA,4,9,6,2010-09-14,NA,NA,NA,NA
"3650","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-09-14,NA,NA,NA,NA
"3651","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2010-09-14,NA,NA,NA,NA
"3652","O. infirmatus",NA,NA,NA,3,NA,NA,7,6,2010-09-14,NA,NA,NA,NA
"3653","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-09-14,NA,NA,NA,NA
"3654","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-09-14,NA,NA,NA,NA
"3655","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-09-14,NA,NA,NA,NA
"3656","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-09-14,NA,NA,NA,NA
"3657","Anopheles crucians",5,13,NA,NA,NA,NA,34,6,2010-09-14,NA,NA,NA,NA
"3658","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2010-09-14,NA,NA,NA,NA
"3659","Culex  erraticus",67,39,31,29,49,145,25,6,2010-09-14,NA,NA,NA,NA
"3660","C. nigrapalpus",29,31,2,1,4,34,42,6,2010-09-14,NA,NA,NA,NA
"3661","C.  quinquefasciatus",NA,NA,1,NA,NA,NA,27,6,2010-09-14,NA,NA,NA,NA
"3662","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-09-14,NA,NA,NA,NA
"3663","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-09-14,NA,NA,NA,NA
"3664","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-09-14,NA,NA,NA,NA
"3665","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-09-14,NA,NA,NA,NA
"3666","Coquillettidia  perturbans",NA,NA,NA,NA,NA,37,60,6,2010-09-14,NA,NA,NA,NA
"3667","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-09-14,NA,NA,NA,NA
"3668","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-09-14,NA,NA,NA,NA
"3669","Psorophora  ciliata",2,NA,NA,NA,NA,NA,51,6,2010-09-14,NA,NA,NA,NA
"3670","P. columbiae",NA,NA,NA,NA,5,NA,50,6,2010-09-14,NA,NA,NA,NA
"3671","P. ferox",NA,NA,NA,4,NA,NA,52,6,2010-09-14,NA,NA,NA,NA
"3672","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-09-14,NA,NA,NA,NA
"3673","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-09-14,NA,NA,NA,NA
"3674","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-09-14,NA,NA,NA,NA
"3675","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-09-14,NA,NA,NA,NA
"3676","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-09-14,NA,NA,NA,NA
"3677","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-09-14,NA,NA,NA,NA
"3678","Aedes albopictus",NA,NA,4,NA,1,NA,2,6,2011-09-14,NA,NA,NA,NA
"3679","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2011-09-14,NA,NA,NA,NA
"3680","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2011-09-14,NA,NA,NA,NA
"3681","Ochlerotatus atlanticus",37,45,27,22,1,118,9,6,2011-09-14,NA,NA,NA,NA
"3682","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2011-09-14,NA,NA,NA,NA
"3683","O. fulvus pallens",NA,NA,NA,NA,NA,15,8,6,2011-09-14,NA,NA,NA,NA
"3684","O. infirmatus",49,33,58,35,3,61,7,6,2011-09-14,NA,NA,NA,NA
"3685","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2011-09-14,NA,NA,NA,NA
"3686","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2011-09-14,NA,NA,NA,NA
"3687","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2011-09-14,NA,NA,NA,NA
"3688","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2011-09-14,NA,NA,NA,NA
"3689","Anopheles crucians",32,19,25,NA,NA,73,34,6,2011-09-14,NA,NA,NA,NA
"3690","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2011-09-14,NA,NA,NA,NA
"3691","Culex  erraticus",NA,NA,13,19,NA,59,25,6,2011-09-14,NA,NA,NA,NA
"3692","C. nigrapalpus",29,43,62,39,2,171,42,6,2011-09-14,NA,NA,NA,NA
"3693","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2011-09-14,NA,NA,NA,NA
"3694","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2011-09-14,NA,NA,NA,NA
"3695","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2011-09-14,NA,NA,NA,NA
"3696","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2011-09-14,NA,NA,NA,NA
"3697","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2011-09-14,NA,NA,NA,NA
"3698","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2011-09-14,NA,NA,NA,NA
"3699","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2011-09-14,NA,NA,NA,NA
"3700","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2011-09-14,NA,NA,NA,NA
"3701","Psorophora  ciliata",3,NA,NA,NA,NA,NA,51,6,2011-09-14,NA,NA,NA,NA
"3702","P. columbiae",NA,NA,NA,NA,1,NA,50,6,2011-09-14,NA,NA,NA,NA
"3703","P. ferox",8,NA,NA,3,NA,17,52,6,2011-09-14,NA,NA,NA,NA
"3704","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2011-09-14,NA,NA,NA,NA
"3705","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2011-09-14,NA,NA,NA,NA
"3706","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2011-09-14,NA,NA,NA,NA
"3707","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2011-09-14,NA,NA,NA,NA
"3708","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2011-09-14,NA,NA,NA,NA
"3709","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2011-09-14,NA,NA,NA,NA
"3710","Aedes albopictus",NA,2,1,NA,1,NA,2,6,2009-09-15,NA,NA,NA,NA
"3711","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-09-15,NA,NA,NA,NA
"3712","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-09-15,NA,NA,NA,NA
"3713","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,6,2009-09-15,NA,NA,NA,NA
"3714","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-09-15,NA,NA,NA,NA
"3715","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-09-15,NA,NA,NA,NA
"3716","O. infirmatus",NA,NA,NA,NA,NA,NA,7,6,2009-09-15,NA,NA,NA,NA
"3717","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-09-15,NA,NA,NA,NA
"3718","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-09-15,NA,NA,NA,NA
"3719","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-09-15,NA,NA,NA,NA
"3720","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-09-15,NA,NA,NA,NA
"3721","Anopheles crucians",6,NA,NA,NA,3,13,34,6,2009-09-15,NA,NA,NA,NA
"3722","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-09-15,NA,NA,NA,NA
"3723","Culex  erraticus",19,7,2,6,3,29,25,6,2009-09-15,NA,NA,NA,NA
"3724","C. nigrapalpus",27,16,NA,3,7,15,42,6,2009-09-15,NA,NA,NA,NA
"3725","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-09-15,NA,NA,NA,NA
"3726","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-09-15,NA,NA,NA,NA
"3727","C.  salinarius",NA,2,NA,1,NA,NA,23,6,2009-09-15,NA,NA,NA,NA
"3728","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-09-15,NA,NA,NA,NA
"3729","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2009-09-15,NA,NA,NA,NA
"3730","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-09-15,NA,NA,NA,NA
"3731","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-09-15,NA,NA,NA,NA
"3732","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-09-15,NA,NA,NA,NA
"3733","Psorophora  ciliata",NA,NA,NA,NA,NA,3,51,6,2009-09-15,NA,NA,NA,NA
"3734","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2009-09-15,NA,NA,NA,NA
"3735","P. ferox",3,NA,NA,1,NA,2,52,6,2009-09-15,NA,NA,NA,NA
"3736","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-09-15,NA,NA,NA,NA
"3737","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-09-15,NA,NA,NA,NA
"3738","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-09-15,NA,NA,NA,NA
"3739","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-09-15,NA,NA,NA,NA
"3740","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-09-15,NA,NA,NA,NA
"3741","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-09-15,NA,NA,NA,NA
"3742","Aedes albopictus",7,NA,NA,NA,NA,NA,2,6,2008-09-16,NA,NA,NA,NA
"3743","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-09-16,NA,NA,NA,NA
"3744","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-09-16,NA,NA,NA,NA
"3745","Ochlerotatus atlanticus",269,245,317,274,NA,9,9,6,2008-09-16,NA,NA,NA,NA
"3746","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-09-16,NA,NA,NA,NA
"3747","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-09-16,NA,NA,NA,NA
"3748","O. infirmatus",356,391,397,321,NA,12,7,6,2008-09-16,NA,NA,NA,NA
"3749","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-09-16,NA,NA,NA,NA
"3750","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-09-16,NA,NA,NA,NA
"3751","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-09-16,NA,NA,NA,NA
